"verified_type, twitter id, observation id",text,user_screen_name,st_y,st_x,location_full_name,location_country,created_at,Total Votes,Score
"(pos,551723075461730304,551723075461730304)",If you're awake right now the aurora tonight is beautiful and extremely vibrant,mammonism1,61.17929615,-149.950051,"Anchorage, AK",United States,2015-01-04 12:53:26+00,2,2
"(pos,551819087819833344,551819087819833344)","Observing Northern Lights near Paltamo, Finland :) Failed to make a photo when the sky was clear. And now it's getting cloudy #Aurora",vlasovskikh,64.39485024,27.7182928,"Paltamo, 18",Finland,2015-01-04 19:14:57+00,2,2
"(pos,551862741183787009,551862741183787009)",Just spotted the #NorthernLights all the way south by #Oslo! #NordLys #auroraborealis (@ Skjetten w/ @fuselagetown) https://t.co/09ydlGYwdN,emiliaf,59.94799906,10.95923981,"Skedsmo, Norge",Norge,2015-01-04 22:08:25+00,2,2
"(pos,551890045096165376,551890045096165376)",Just saw the northern lights - for a third time! And from right outside my window in downtown Reykjavik! #aurora,the_cheshirekat,64.13479817,-21.90633602,"ReykjavÃ_k, 39",Iceland,2015-01-04 23:56:55+00,2,2
"(pos,551891114660470785,551891114660470785)",A few more pictures from tonight. #tromsÃ¸ #northernlights #mickandhayleyadventures http://t.co/0EMUBPVCxy,hayles___,69.64424781,18.87836899,"TromsÃ¸, Norge",Norge,2015-01-05 00:01:10+00,2,2
"(pos,551897591580213249,551897591580213249)","Look up #Norway! Watching the #NorthernLights from fuselagetown's childhood bedroom, right now!â€_ http://t.co/nV2em3Is9T",emiliaf,59.94946504,10.93038388,"Skedsmo, Norge",Norge,2015-01-05 00:26:54+00,2,2
"(pos,552737466830966785,552737466830966785)","Anchorage, very faint aurora being seen",AuroraNotify,61.19864185,-149.9245242,"Anchorage, AK",United States,2015-01-07 08:04:16+00,2,2
"(pos,552753060099788800,552753060099788800)",The Northern Lights are a'dancin'folks! #mindblown #auroraborealis #Alaska #ahhhhhhhh http://t.co/w0Ieg5XIMA,estherleclerc,64.0001341,-150.0299859,"Alaska, AK",United States,2015-01-07 09:06:13+00,2,2
"(pos,552785311214751744,552785311214751744)",The aurora is right over my house,Tprodigy36,61.20396066,-149.759426,"Anchorage, AK",United States,2015-01-07 11:14:23+00,4,4
"(pos,552785978151424001,552785978151424001)","@Astroguyz Had a beauty coronal aurora here in Edmonton, happened to step outside just as it kicked up in the zenith. Brief, but exciting.",BruceMcCurdy,53.54523408,-113.4952328,"Edmonton, 01",Canada,2015-01-07 11:17:02+00,2,2
"(pos,552788752578269184,552788752578269184)",Advantages of driving to work at 4am #northernlights #legit,LukeBoxrud,46.2444802,-102.8972284,"North Dakota, US",United States,2015-01-07 11:28:03+00,3,3
"(pos,552800657078763520,552800657078763520)",Aurora tonight in Homer. #nokialumia1020 #auroraborealis #northernlights #Alaska http://t.co/5eUNtrI0iP,MSimpsonPhotos,63.98341648,-150.0390671,"Alaska, AK",United States,2015-01-07 12:15:21+00,4,4
"(pos,553941814160281600,553941814160281600)",The #northernlights are visible over Inuvik - being up at 7:30 on a Saturday isn't bad,elaineanselmi,68.33671132,-133.7606697,"Inuvik, Northwest Territories",Canada,2015-01-10 15:49:54+00,2,2
"(pos,556925954090885120,556925954090885120)","Aurora on the horizon. #aurora #northernlights #Scotland #skye @ Conasta, Isle of Skye http://t.co/w3bPKOpQW8",ChrismartinUK,57.67217424,-6.347222975,"Scotland, United Kingdom",United Kingdom,2015-01-18 21:27:49+00,4,2
"(pos,557275225294123009,557275225294123009)","#aurora seen now! In Tromso, Norway &amp; Porjus, Sweden. http://t.co/sPgXyBw1wj",SunViewer,66.95288128,19.76762564,"Porjus, 14",Sweden,2015-01-19 20:35:42+00,2,2
"(pos,559095860701970433,559095860701970433)","Just witnessed the Aurora Borealis at Skibotn, in North Norway - absolutely amazing.",PaulExcell,69.28899164,20.33669977,"Storfjord, Norge",Norge,2015-01-24 21:10:15+00,2,2
"(pos,559524016629624833,559524016629624833)",Today was one of the best days of my life #iceland #travel #northernlights #aurora @ Klausturâ€_ http://t.co/bEqjxNKERH,wandering__rose,63.77997965,-18.05567792,Iceland,Ãçsland,2015-01-26 01:31:35+00,3,3
"(pos,560061361288269825,560061361288269825)",#Aurora brought #tearsofjoy to this #Texan tonight/this morning #amazing #Alaska #soworththecold,AmberNGillespie,63.97861977,-150.0313497,"Alaska, AK",United States,2015-01-27 13:06:48+00,2,2
"(pos,560253797784907778,560253797784907778)","Iuhuuuuu!!! I saw the amazing #northernlights 
Soooooo amazing. Thank you grayline 
#carionthegoâ€_ http://t.co/HEYnX6yXK9",CarinaRelooking,66.06609609,-16.79966362,Iceland,Ãçsland,2015-01-28 01:51:29+00,2,2
"(pos,561258869234884608,561258869234884608)",Our balcony on a right side #reykjavik #iceland #aurora #northernlights #travel #nature #_¸ÑÅ_»_°___´_¸Ñèâ€_ http://t.co/zZqw1eud8y,The_Icelandist,64.14119033,-21.95903757,Iceland,Ãçsland,2015-01-30 20:25:16+00,2,2
"(pos,562105368851906560,562105368851906560)",Look out and look up beauty #ymm northern lights right now #RMWB #northernlights,ColinHartigan,56.73249567,-111.4729082,"Wood Buffalo, Alberta",Canada,2015-02-02 04:28:58+00,3,3
"(pos,562109554914111488,562109554914111488)",Unedited #Aurora pillars moments before flurries began in SW #Calgary 1st N. 2nd S. I have never seen this! http://t.co/N0Kxe9BKgi,ABBestphotos,51.04502787,-114.1017855,"Calgary, 01",Canada,2015-02-02 04:45:36+00,2,2
"(pos,562149971009732608,562149971009732608)",Another good picture of the Aurora Borealis I got to see tonight. @ Alaska http://t.co/4urh1old9n,brooksbell8,63.99896584,-150.0249486,"Alaska, AK",United States,2015-02-02 07:26:11+00,2,2
"(pos,562150431954980864,562150431954980864)","The moon may be bright, but the #aurora is out over #Anchorage tonight.",scannell,61.20432513,-149.9315383,"Anchorage, AK",United States,2015-02-02 07:28:01+00,4,4
"(pos,562480433418358784,562480433418358784)",Tonight was only the 2nd time in Fort Simpson that I could see the aurora. Used to be able to see it fairly often from my bed in Yellowknife,smagee29,61.85176837,-121.3636756,"Fort Simpson, 13",Canada,2015-02-03 05:19:20+00,2,2
"(pos,564324614340231168,564324614340231168)",I can see the aurora borealis from my bedroom window #Alaska,autumnerss,63.99658329,-150.0295371,"Alaska, AK",United States,2015-02-08 07:27:27+00,2,2
"(pos,567427751167418368,567427751167418368)",Straight off the camera #aurora #Norway #newstart http://t.co/9Gd5IYciBY,summit6,70.14081874,23.66450638,"Alta, Norge",Norge,2015-02-16 20:58:12+00,4,4
"(pos,567436620019015680,567436620019015680)",@WindyWilson88 @VirtualAstro faint aurora now #northfife,corinne_mills,56.35672205,-3.00285038,"Scotland, United Kingdom",United Kingdom,2015-02-16 21:33:27+00,3,3
"(pos,567445638280146944,567445638280146944)","OMFG!
#northernlights #visitnorway #thegreatoutdoors #exploringtheglobe #aurora #northernnorwayâ€_ http://t.co/sJJsDtBdS6",samovard,66.81113725,13.73299532,"MelÃ¸y, Norge",Norge,2015-02-16 22:09:17+00,2,2
"(pos,567503738920001536,567503738920001536)","Tonights faint #aurora from Ballyholme, Northern Ireland. @barrabest @WeatherCee @TamithaSkov @DiscoverNI http://t.co/y4kwbtLsh9",LividLFC,54.64424319,-5.658073225,"Ballyholme Bay, NIR",United Kingdom,2015-02-17 02:00:09+00,2,2
"(pos,567527963306909696,567527963306909696)",Love my front row seat to seeing the #Auroraborealis already out tonight. Living in the right part of the world :),Canadian1986,62.43645151,-114.3900118,"Yellowknife, Northwest Territories",Canada,2015-02-17 03:36:25+00,4,4
"(pos,567530337874759680,567530337874759680)","@SeeNewBrunswick not as good as last time... but once again, New Brunswick Aurora Feb 16 2015 #ExploreNB http://t.co/qLsEqZxIvo",NBStormChaser,46.48276175,-66.01620534,"New Brunswick, 04",Canada,2015-02-17 03:45:51+00,3,3
"(pos,567623839803138049,567623839803138049)",Aurora ripping over Anchorage right now.,shannynmoore,61.20652515,-149.9203741,"Anchorage, AK",United States,2015-02-17 09:57:24+00,4,4
"(pos,567624177952108544,567624177952108544)",It's 3am and the Aurora display NW of Calgary is just incredible.,Neil_Zee,51.03179409,-114.0883735,"Calgary, 01",Canada,2015-02-17 09:58:44+00,2,2
"(pos,567931005044002816,567931005044002816)",Aurora is out over #Saskatoon if you can get out of lights go look!! Huge! Beautiful. Go to a dark area enjoy,peeta333,52.13579318,-106.8202725,"Saskatoon, Saskatchewan",Canada,2015-02-18 06:17:57+00,2,2
"(pos,570070290731917312,570070290731917312)",Take a quick peek outside tonight - Mother Nature is hosting a dance! Amazing display of #NorthernLights over #Kitscoty.,fourth_of_ten,53.36239933,-110.4107478,"Vermilion River County, Alberta",Canada,2015-02-24 03:58:43+00,2,2
"(pos,570078445650055170,570078445650055170)",@TamithaSkov @SolarHam @_SpaceWeather_ @SPACEdotcom @Beakerhead  another #aurora shot from tonight boteh of #yyc http://t.co/NuWXn8WUt6,ratzlaff,51.28349593,-114.0458327,"Airdrie, Alberta",Canada,2015-02-24 04:31:07+00,2,2
"(pos,570082200034549761,570082200034549761)",Faint #aurora visible north of Seattle #AuroraBorealis #NorthernLights http://t.co/JlaiN4uTl4,Liembo,47.94259426,-122.3160814,"Mukilteo, WA",United States,2015-02-24 04:46:02+00,2,2
"(pos,571816120614719488,571816120614719488)",#northernlights still shining really brightly above the hotel. Couldn't stand outside any longer though...so cold.,runningiris,63.77513489,-18.05654943,Iceland,Ãçsland,2015-02-28 23:36:01+00,2,2
"(pos,571820896509431808,571820896509431808)",Northern lights!!!!!!!!! #Iceland #auroraborealis http://t.co/hiR12xwjGu,CandiFarrokhnia,64.04669391,-20.98587968,Iceland,Ãçsland,2015-02-28 23:55:00+00,2,2
"(pos,571830525784162305,571830525784162305)",On the last night of my second trip to Iceland I finally saw them. #NorthernLights #Iceland #Surrealâ€_ https://t.co/obIkkRJQ02,ChefMichaelNyc,64.13637106,-21.90617992,Iceland,Ãçsland,2015-03-01 00:33:16+00,3,3
"(pos,571897739329470464,571897739329470464)",#Northernlights confirmed in camera.  Hard to see in the moonlight.  #ontaurora,spirithands,44.67103991,-79.33781212,"Ramara, Ontario",Canada,2015-03-01 05:00:21+00,3,3
"(pos,571899136255008770,571899136255008770)","Aurora borealis is going fulltilt in the eastern sky!  It's bright and it's whipping about something fierce, check it out!",jwondga,53.55869606,-112.6857245,"Lamont County, Alberta",Canada,2015-03-01 05:05:54+00,5,5
"(pos,571899283445719041,571899283445719041)",Woah those #NorthernLights #AuroraBorealis came up FAST!,JeffreyTRock,52.29703461,-113.7847652,"Red Deer, Alberta",Canada,2015-03-01 05:06:29+00,3,3
"(pos,571900176480092161,571900176480092161)",northern lights over #YYC tonight!!! look E/SE! #NorthernLights #AuroraBorealis #Calgary,ISeeZombees,51.032812,-114.0993309,"Calgary, 01",Canada,2015-03-01 05:10:02+00,5,5
"(pos,571900863343550464,571900863343550464)",As quickly as they begin they fade #NorthernLights #AuroraBorealis,JeffreyTRock,52.28450677,-113.7845958,"Red Deer, Alberta",Canada,2015-03-01 05:12:45+00,3,3
"(pos,571902451806162947,571902451806162947)",Look north my Calgary friends nature is dancing! #AuroraBorealis,gardenofeden07,51.04325743,-114.0952086,"Calgary, 01",Canada,2015-03-01 05:19:04+00,4,4
"(pos,571902994616225792,571902994616225792)","Aurora Borealis north of Calgary, AB a few minutes ago! @TamithaSkov #yyc http://t.co/jl0YJUpGA2",adolwyn,51.03187456,-114.1064319,"Calgary, 01",Canada,2015-03-01 05:21:14+00,4,4
"(pos,571905926816395264,571905926816395264)","#aurora near #Leslieville, #alberta 10:15pm. They just danced tonight! #NorthernLights http://t.co/VdaiR3zVfw",MesocyclonicWX,52.37184309,-114.6366179,"Leslieville, 01",Canada,2015-03-01 05:32:53+00,3,3
"(pos,571906482842824704,571906482842824704)","Very strong #aurora in S. Ontario right now, green pillars visible to the naked eye. One of the strongest I've seen in years.",AndyBlizzard87,49.2263272,-84.50550386,"Ontario, 08",Canada,2015-03-01 05:35:05+00,3,3
"(pos,571915063860310016,571915063860310016)",Another nice display tonight #Ottawa #NorthernLights @JumpOttawa @BlacksWeather http://t.co/SbKf32GVAx,BertoBluFyre,45.38685447,-75.73425956,"Ottawa, 08",Canada,2015-03-01 06:09:11+00,4,4
"(pos,571920735016382464,571920735016382464)",Good visual #Aurora visible in the NE sky as seen from #Calgary #yyc,astrogeo,51.03767087,-114.0868372,"Calgary, 01",Canada,2015-03-01 06:31:43+00,5,3
"(pos,571922786765045760,571922786765045760)","Yes, faint Aurora is above Silver Star Mountain right now!!!
@SilverStarMR , Vernon, BC http://t.co/8YpcBWclpY",ytakasaka,50.35498481,-119.0655233,"Silver Star Mountain, 02",Canada,2015-03-01 06:39:52+00,3,3
"(pos,571925586525859840,571925586525859840)","Beautiful Aurora Borealis tonight overhead central &amp; northern #Alberta tonight. Take a moment to step outside and be humbled by nature
#YEG",johnwtomkinson,52.27353663,-117.4979927,"Alberta, 01",Canada,2015-03-01 06:51:00+00,3,3
"(pos,571927212330360832,571927212330360832)",Driving home and can't believe the Northern Lights! #winnipeg #NorthernLights #nature #beautifullights #Manitoba #huesofgreen,ColleenDFitz,55.0001061,-97.01836722,"Manitoba, 03",Canada,2015-03-01 06:57:27+00,3,3
"(pos,571927316537995264,571927316537995264)",#NorthernLights North of #Ottawa at 1:44am #AuroraBorealis #ottnews @weathernetwork http://t.co/Xeueea5qR5,BertoBluFyre,45.40976932,-75.72426164,"Ottawa, 08",Canada,2015-03-01 06:57:52+00,4,4
"(pos,572263156136861698,572263156136861698)",@DJHardwired @ForbesRicky out trying to get shots of the Aurora. Can see them with the naked eye but not on camera. Suggestions?,musicgirl126,50.92086714,-104.4010852,"Cupar No. 218, Saskatchewan",Canada,2015-03-02 05:12:23+00,2,2
"(pos,572263885748609024,572263885748609024)","@DJHardwired @ForbesRicky honestly, I'm out near Southey. Yea, I can see the Aurora but it isn't really that great",musicgirl126,50.91510344,-104.3706355,"Cupar No. 218, Saskatchewan",Canada,2015-03-02 05:15:17+00,2,2
"(pos,572279726099714048,572279726099714048)",Doing some #Aurora watching tonight over Calgary &amp; spotted a nice aurora bow. Welcome March! http://t.co/OlW78IyQ4j,ABBestphotos,51.03592174,-114.106644,"Calgary, 01",Canada,2015-03-02 06:18:13+00,2,2
"(pos,572297856180068352,572297856180068352)","Hey #Alberta,,look outside now! #Aurora is going again tonight,at least over Brooks!  Look up! http://t.co/Nzw7sTYJwp",LaoneHuman,50.56930819,-111.8905384,"Brooks, 01",Canada,2015-03-02 07:30:16+00,2,2
"(pos,573253234829209600,573253234829209600)","#NorthernLights over #TromsÃ¸ this evening, very swish. http://t.co/sv7wIxF0Pt",aonbmanager,69.6388218,18.92845728,"TromsÃ¸, Norge",Norge,2015-03-04 22:46:36+00,2,2
"(pos,575944544631422976,575944544631422976)",Amazing #aurora in #Ruby right now. #Iditarod,MatthewSmithAK,64.72774402,-155.4923211,"Alaska, USA",United States,2015-03-12 09:00:54+00,2,2
"(pos,576375683548610560,576375683548610560)","Wow, you can now see #AuroraBorealis even in Helsinki area.  #Finland http://t.co/ISTr5EitqL",marytheluckyone,60.16682631,24.930653,"Helsinki, 01",Finland,2015-03-13 13:34:06+00,2,2
"(pos,577696650623389696,577696650623389696)",The Reds!!! Right now!! #Aurora #alberta @dartanner @TamithaSkov @AuroraMAX @AuroraNotify @ABBestphotos http://t.co/NsvyFVwlxk,treetanner,52.32554957,-113.4120418,"Lacombe County, Alberta",Canada,2015-03-17 05:03:09+00,4,4
"(pos,577714484015316992,577714484015316992)",Cameras picking up reds in Alaska. Heads up!!! If you're skies are clear you have lights!!! #aurora,AuroraNotify,63.98984213,-150.0176846,"Alaska, AK",United States,2015-03-17 06:14:01+00,4,4
"(pos,577724984799285248,577724984799285248)","Eagle River, Alaska reporting lights  some clear skies. Kp 4. #aurora",AuroraNotify,61.32085294,-149.5749679,"Eagle River, AK",United States,2015-03-17 06:55:44+00,3,3
"(pos,577729982929174528,577729982929174528)",@ABBestphotos awesome! we saw a big fireball at 12:23 and the Aurora is still out!,treetanner,52.28377952,-113.3123463,"Lacombe County, Alberta",Canada,2015-03-17 07:15:36+00,4,4
"(pos,577731018272026624,577731018272026624)",Taken 20 mins ago #Alix #alberta #Aurora #NorthernLights #teamtanner @dartanner @AuroraMAX @NorthLightAlert http://t.co/FJ5l0k82dL,treetanner,52.24330304,-113.5959135,"Red Deer County, Alberta",Canada,2015-03-17 07:19:43+00,5,5
"(pos,577742387570704384,577742387570704384)",Really starting to turn green now... #aurora #iawx http://t.co/nlfeadvThW,dangottschalk,42.0657399,-91.17889228,"Iowa, USA",United States,2015-03-17 08:04:53+00,2,2
"(pos,577802747778498560,577802747778498560)",Frigid bitterly cold southerly blasting Smails beach but lovely #Aurora with rays happening far south in break in the cloud. Rain too brrr,five15design,-45.92624708,170.5239252,"Dunedin City, New Zealand",New Zealand,2015-03-17 12:04:44+00,2,2
"(pos,577844130333650944,577844130333650944)","@TamithaSkov Aurora is going off again here in Christchurch, New Zealand. Even local webcam picking it up! http://t.co/qpamR3Q2o4",Koennz,-43.54629882,172.6041925,"Christchurch, E9",New Zealand,2015-03-17 14:49:11+00,3,3
"(pos,577888062757298176,577888062757298176)",Omg the sky is fullof aurora. Never seen this. In snowcat back to top,alaingeenrits,67.10687118,26.93795784,"Pelkosenniemi, Suomi",Suomi,2015-03-17 17:43:45+00,3,3
"(pos,577888852624478208,577888852624478208)",We just saw the first signs of #northernlights tonight in #Helsinki!  It is going to be along night this #stpatricksday. Photos to come :),KontikiFinland,60.17202723,24.89035833,"Helsinki, 01",Finland,2015-03-17 17:46:53+00,2,2
"(pos,577891180408672256,577891180408672256)",pale wispy #NorthernLights #AuroraBorealis now over #Kirkkonummi #Helsinki,wifsten,60.16546145,24.91279991,"Helsinki, 01",Finland,2015-03-17 17:56:08+00,2,2
"(pos,577897317153546240,577897317153546240)",Breaking: There's currently aurora borealis in Southern Finland,TimoKiviluoma,60.8151973,25.99126957,"Southern Finland Province, 13",Finland,2015-03-17 18:20:31+00,3,3
"(pos,577898253670309888,577898253670309888)",Northern lights on #Tampere NOW! #AuroraBorealis,xmacex,61.49811132,23.74946654,"Tampere, Suomi",Suomi,2015-03-17 18:24:15+00,3,3
"(pos,577898922552741888,577898922552741888)","Standing on the lake and I can see #NorthernLights right above me, very feint. #Lahti",eclat521,60.9912648,25.63096901,"Lahti, Suomi",Suomi,2015-03-17 18:26:54+00,4,4
"(pos,577899114832248833,577899114832248833)",@VisitHelsinki #Northernlights currently visible in #Lahti,TimoKiviluoma,60.16482136,24.91575352,"Helsinki, 01",Finland,2015-03-17 18:27:40+00,3,3
"(pos,577900105665097728,577900105665097728)",Aurora Borealis in the downtown area of Kuopio tonight. Am i lucky or what...to see it twiceâ€_ (at Niirala) [pic] â€” https://t.co/XxLcUxAdGh,dhee85,62.8837857,27.62540877,"Kuopio, Suomi",Suomi,2015-03-17 18:31:36+00,2,2
"(pos,577908945722957824,577908945722957824)",#aurora night in Finland tonight!,paivipy,63.99868735,25.94958715,"Republic of Finland, 00",Finland,2015-03-17 19:06:44+00,2,2
"(pos,577911194633285633,577911194633285633)",Ok slightly crazy!! Blue #aurora! @SwedishLapland this is amazing!,OfftheMap_,68.10480718,19.80818905,"Kiruna, Sverige",Sverige,2015-03-17 19:15:40+00,4,2
"(pos,577911977646944256,577911977646944256)","In the last hour, caught two brief glimpses of the #aurora from near #Alta #Northern Norway.",Karen_9994,69.96444887,23.26957543,"Alta, 05",Norway,2015-03-17 19:18:47+00,3,3
"(pos,577913628797636608,577913628797636608)","#AuroraBorealis in Espoo, Finland tonight. #revontulet http://t.co/8hn08om0uG",ahonkela,60.23547199,24.66304236,"Espoo, 01",Finland,2015-03-17 19:25:20+00,3,3
"(pos,577913690705518592,577913690705518592)",â€œ@teppohudson: #northernlights over #Helsinki right now!! Look NEâ€ù @ClaraL86,AM4r1e,60.15684398,24.89564797,"Helsinki, 01",Finland,2015-03-17 19:25:35+00,2,2
"(pos,577918373218123776,577918373218123776)",Astonishing all-over-the-sky #aurora outskirts of #Tampere,ilantta,61.69718582,23.70157748,"Pirkanmaa, 06",Finland,2015-03-17 19:44:12+00,2,2
"(pos,577921798169354240,577921798169354240)",Pictures cannot even demonstrate the beauty of the dancing souls in the sky_Ÿ˜ç #revontulet #NorthernLights http://t.co/LoszdCPTad,realestshannon,60.92437678,26.67921356,"Kouvola, Suomi",Suomi,2015-03-17 19:57:48+00,2,2
"(pos,577922152273428480,577922152273428480)",Seeing the #NorthernLights for the first time!  Geomagnetic Storms Rock!!!,MsPamelaClaire,59.42859449,24.70318945,Estonia,Eesti,2015-03-17 19:59:13+00,2,2
"(pos,577922289913765888,577922289913765888)",@gcurryphotos yeah there's a large aurora but just coming across on camera!,LividLFC,54.66634247,-5.652737018,"Bangor, Northern Ireland",United Kingdom,2015-03-17 19:59:45+00,2,2
"(pos,577925838559186944,577925838559186944)",Ulf Tingstrom's iPhone pic of #aurora tonight in Sweden! http://t.co/UAa29dicvE,newburyastro,61.99976285,14.96204396,"Kingdom of Sweden, 00",Sweden,2015-03-17 20:13:51+00,2,2
"(pos,577928023019823104,577928023019823104)","#SkyeNews, we have the #northernlights!!!!",summerboy70,57.58172419,-6.358306304,"Uig, Scotland",United Kingdom,2015-03-17 20:22:32+00,4,4
"(pos,577929057121263616,577929057121263616)",Not the worst view out of my apartment tonight ;) _ŸŒŒ #MyFirstNorthernLights #Stockholm #aurora http://t.co/lLUJVFUs3X,elisinator,59.3251606,17.92684409,"Stockholm, Sweden",Sverige,2015-03-17 20:26:39+00,2,2
"(pos,577935307644993537,577935307644993537)",Northern lights seen from the back garden! Amazing moments. #aurora,rgh_robert,52.4257658,-4.035027961,"Penrhyn-Coch, Wales",United Kingdom,2015-03-17 20:51:29+00,3,3
"(pos,577936178516766720,577936178516766720)",Huge and green #Aurora in #Latvia tonight!,VarisKaritans,56.99770963,24.96540264,"Republic of Latvia, 00",Latvia,2015-03-17 20:54:57+00,2,2
"(pos,577939270721265666,577939270721265666)",Aurora borealis can be seen in Birmingham skies now. Incredible (especially taking into account light pollution) #aurora,HopeStreetBlues,52.46399216,-1.92298226,"Birmingham, ENG",United Kingdom,2015-03-17 21:07:14+00,2,2
"(pos,577940269934493696,577940269934493696)",Aurora in South Uist just now you can see a white glow without the camera :) http://t.co/1S76BbjN7V,mariawombat,57.22336785,-7.353738261,"Isle of South Uist, SCT",United Kingdom,2015-03-17 21:11:12+00,4,4
"(pos,577945443767869440,577945443767869440)",Tonight marks the night I first witnessed the #AuroraBorealis just outside my home in Uppsala. What an amazing blessing from Mother Nature._ŸŒŒ,Albadogani,59.99802279,17.74589296,"Uppsala, 21",Sweden,2015-03-17 21:31:46+00,2,2
"(pos,577946058157895681,577946058157895681)",@Asrunn there was aurora borealis over Hungary tonight _Ÿ˜_ http://t.co/mCnzI6ucUl,stroppadel,46.99967314,19.98260985,"Hungary, 00",Hungary,2015-03-17 21:34:12+00,3,3
"(pos,577946502527610880,577946502527610880)",Just photographed the aurora in Norfolk.  Not v visible with naked eye but strong on camera... Could get stronger yet...,winterdune,52.6630907,0.97134279,"Norfolk, ENG",United Kingdom,2015-03-17 21:35:58+00,2,2
"(pos,577946645180084224,577946645180084224)",Aurora spotted from Slovenia and Medvednica mountain in Croatia.,menneskedyr,45.8982406,15.92867186,"Medvednica, 00",Croatia,2015-03-17 21:36:32+00,3,3
"(pos,577947382542934016,577947382542934016)",HappyStPatrick'sDay! Finland is going naturally green this year!_Ÿç€ #NorthernLights #StPatricksDay #green #magic http://t.co/4fRUyiqITB,SiofraOShea,61.0957251,26.00779399,"Lahti, Suomi",Suomi,2015-03-17 21:39:28+00,2,2
"(pos,577949082892791808,577949082892791808)","#NorthernLights in Oulu, Northern Finland http://t.co/98fGDsdfPP",nature_pilot,65.19580489,25.96922486,"Oulu, 17",Finland,2015-03-17 21:46:13+00,2,2
"(pos,577950721628381184,577950721628381184)",and I just saw northern lights in the centre of Helsinki! #northernlights #auroraborealis #revontulet #helsinki #woah #naturesbeauty,MsAinomaria,60.15868655,24.9152507,"Helsinki, 01",Finland,2015-03-17 21:52:44+00,2,2
"(pos,577951239767457793,577951239767457793)",Saw this outside our hotel in Reykjavik! #northernlights #tour @1755Dictionary @durhamSU http://t.co/gxE78xDuqn,duphotosoc,64.13431943,-21.89949782,"ReykjavÃ_k, 39",Iceland,2015-03-17 21:54:48+00,3,3
"(pos,577954571835863040,577954571835863040)",#NorthernLights here we go again ! http://t.co/77PBy3cJIk,PierrePrior,64.2251752,-21.43607445,Iceland,Ãçsland,2015-03-17 22:08:02+00,3,3
